A1;Codigouf;Codigomunicipio;Nome;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A28;A29;A30;A31;A32;A33;A34;A35;A36;A37;A38;A39;A40;A41;A42;A43;A44;A45;A46;A47;A48;A49;A50;A51;A52;A53;A54;A55;A56;A57;A58;A59;A60
2910727;29;10727;EUNAPOLIS;Secretaria municipal exclusiva;Ensino superior completo;Sim;2001;2015;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2001;Sim, com legislação específica;2011;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2001;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2013;Não;-;Sim, com legislação específica;2011
2910750;29;10750;FATIMA;Não possui estrutura;-;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2009;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
2910776;29;10776;FEIRA DA MATA;Setor subordinado a outra secretaria;Ensino médio completo;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;1990;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2001;Não;-;Sim, com legislação específica;2001;Não;-;Não;-;Sim, com legislação específica;2005;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2006
2910800;29;10800;FEIRA DE SANTANA;Secretaria municipal exclusiva;Pós-graduação;Sim;1992;2014;-;Sim, com legislação específica;2012;Sim, com legislação específica;1992;Sim, com legislação específica;2004;Sim, com legislação específica;2014;Sim, com legislação específica;2014;Sim, com legislação específica;1992;Sim, com legislação específica;1992;Sim, com legislação específica;1992;Sim, com legislação específica;2009;Sim, com legislação específica;2014;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2013;Não;-;Sim, com legislação específica;2006;Não;-;Não;-;Sim, com legislação específica;2004;Não;-;Sim, com legislação específica;2006
2910859;29;10859;FILADELFIA;Setor subordinado a outra secretaria;Pós-graduação;Não;-;-;Sim;Não;-;Não;-;Sim, com legislação específica;2010;Não;-;Sim, com legislação específica;2001;Sim, com legislação específica;2001;Não;-;Não;-;Não;-;Sim, com legislação específica;2001;Sim, com legislação específica;2011;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
2910909;29;10909;FIRMINO ALVES;Setor subordinado a outra secretaria;Ensino médio completo;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2011;Não;-;Não;-;Não;-;Sim, com legislação específica;2011;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2014
2911006;29;11006;FLORESTA AZUL;Secretaria municipal em conjunto com outras políticas;Ensino fundamental incompleto;Não;-;-;Sim;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
2911105;29;11105;FORMOSA DO RIO PRETO;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Sim;2006;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2010;Sim, com legislação específica;2006;Sim, com legislação específica;2006;Sim, com legislação específica;2006;Não;-;Não;-;Não;-;Sim, com legislação específica;2006;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2009
2911204;29;11204;GANDU;Secretaria municipal exclusiva;Ensino superior completo;Sim;2004;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2004;Sim, com legislação específica;2004;Sim, com legislação específica;2004;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2004;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2004;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2004;Sim, com legislação específica;2004;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2004
2911253;29;11253;GAVIAO;Não possui estrutura;-;Não;-;-;Não;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
2911303;29;11303;GENTIO DO OURO;Setor subordinado a outra secretaria;Ensino médio completo;Não;-;-;Sim;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
2911402;29;11402;GLORIA;Setor subordinado a outra secretaria;Ensino superior completo;Sim;2013;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2003;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2001;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, com legislação específica;1999
2911501;29;11501;GONGOGI;Secretaria municipal exclusiva;Ensino médio completo;Sim;2010;Não foi atualizado;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
2911600;29;11600;GOVERNADOR MANGABEIRA;Setor subordinado a outra secretaria;Ensino superior incompleto;Não;-;-;Não;Sim, com legislação específica;2001;Sim, com legislação específica;2001;Sim, com legislação específica;2001;Sim, com legislação específica;2001;Sim, com legislação específica;2001;Sim, com legislação específica;2001;Sim, com legislação específica;2001;Sim, com legislação específica;2009;Sim, com legislação específica;2001;Sim, com legislação específica;2001;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2001;Não;-;Não;-;Não;-
2911659;29;11659;GUAJERU;Secretaria municipal exclusiva;Ensino médio completo;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2006;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2006;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
2911709;29;11709;GUANAMBI;Secretaria municipal exclusiva;Ensino superior incompleto;Sim;2000;Não foi atualizado;-;Sim, com legislação específica;2007;Sim, com legislação específica;2007;Sim, com legislação específica;2013;Sim, com legislação específica;2007;Sim, com legislação específica;2007;Sim, com legislação específica;2007;Não;-;Não;-;Sim, com legislação específica;2007;Sim, com legislação específica;1994;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
2911808;29;11808;GUARATINGA;Secretaria municipal exclusiva;Ensino fundamental completo;Não;-;-;Sim;Não;-;Não;-;Sim, com legislação específica;2013;Sim, com legislação específica;2014;Sim, com legislação específica;2014;Sim, com legislação específica;2013;Não;-;Não;-;Não;-;Sim, com legislação específica;1989;Sim, com legislação específica;2011;Não;-;Não;-;Não;-;Sim, com legislação específica;2013;Não;-;Não;-;Sim, com legislação específica;2014;Sim, com legislação específica;2014;Não;-
2911857;29;11857;HELIOPOLIS;Secretaria municipal em conjunto com outras políticas;Ensino médio completo;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2009;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2012;Não;-
2911907;29;11907;IACU;Secretaria municipal exclusiva;Ensino médio incompleto;Sim;2004;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2008;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2007;Não;-;Sim, com legislação específica;2008;Sim, com legislação específica;1997;Não;-;Não;-;Sim, com legislação específica;2009;Não;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;2002
2912004;29;12004;IBIASSUCE;Setor subordinado a outra secretaria;Pós-graduação;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2002;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2002;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2003
2912103;29;12103;IBICARAI;Secretaria municipal exclusiva;Pós-graduação;Sim;2006;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-
2912202;29;12202;IBICOARA;Secretaria municipal exclusiva;Pós-graduação;Sim;2008;2014;-;Sim, com legislação específica;2013;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2005;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2001;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, com legislação específica;2005;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2005
2912301;29;12301;IBICUI;Setor subordinado a outra secretaria;Ensino fundamental incompleto;Não;-;-;Não;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
2912400;29;12400;IBIPEBA;Setor subordinado a outra secretaria;Ensino médio completo;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2013;Não;-;Não;-;Não;-;Sim, com legislação específica;1999;Não;-;Não;-;Sim, com legislação específica;1999;Não;-;Não;-;Sim, com legislação específica;2013;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
2912509;29;12509;IBIPITANGA;Setor subordinado a outra secretaria;Ensino médio completo;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;Não soube informar*;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
2912608;29;12608;IBIQUERA;Não possui estrutura;-;Não;-;-;Não;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
2912707;29;12707;IBIRAPITANGA;Secretaria municipal em conjunto com outras políticas;Ensino médio completo;Sim;2005;Não foi atualizado;-;Sim, com legislação específica;2004;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2004;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2004;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-
2912806;29;12806;IBIRAPUA;Não possui estrutura;-;Sim;2009;2009;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;2009;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1993;Sim, com legislação específica;2009;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2012;Não;-;Sim, com legislação específica;2015
2912905;29;12905;IBIRATAIA;Setor subordinado a outra secretaria;Ensino superior incompleto;Sim;2006;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2014;Sim, com legislação específica;2013;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2013;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1973;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2006;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-
2913002;29;13002;IBITIARA;Setor subordinado a outra secretaria;Pós-graduação;Não;-;-;Não;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
2913101;29;13101;IBITITA;Não possui estrutura;-;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2000;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;1997;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
2913200;29;13200;IBOTIRAMA;Setor subordinado a outra secretaria;Ensino médio completo;Sim;2005;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2013;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-
2913309;29;13309;ICHU;Não possui estrutura;-;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;1998;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;1962;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
2913408;29;13408;IGAPORA;Setor subordinado a outra secretaria;Ensino fundamental completo;Não;-;-;Não;Sim, com legislação específica;1999;Sim, com legislação específica;1999;Sim, com legislação específica;1999;Não;-;Sim, com legislação específica;1999;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;1999;Não;-;Não;-;Sim, com legislação específica;2015;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2014;Não;-;Não;-
2913457;29;13457;IGRAPIUNA;Setor subordinado a outra secretaria;Ensino médio completo;Sim;2004;Não foi atualizado;-;Sim, com legislação específica;2004;Sim, com legislação específica;2004;Sim, com legislação específica;2004;Sim, com legislação específica;2004;Sim, com legislação específica;2004;Não;-;Sim, com legislação específica;2004;Não;-;Não;-;Sim, com legislação específica;2004;Sim, com legislação específica;2004;Sim, com legislação específica;2004;Não;-;Não;-;Sim, com legislação específica;2004;Não;-;Não;-;Não;-;Não;-;Não;-
